,S. No.,Game,Platform,Hours,earnings,whyplay,Gender,Age,Work,Degree,Residence,Playstyle,GAD_T,SWL_T,SPIN_T
12935,13697,League of Legends,PC,40.0,I play mostly for fun but earn a little on the side (tournament winnings  streaming  etc),improving,Male,20,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with strangers,2,25,
12936,13698,League of Legends,PC,14.0,I play for fun,improving,Male,19,Student at college / university,High school diploma (or equivalent),Turkey,Multiplayer - online - with online acquaintances or teammates,5,25,10.0
12937,13699,League of Legends,PC,8.0,I play for fun,having fun,Male,22,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,0,17,
12938,13700,League of Legends,PC,10.0,I play for fun,improving,Male,19,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with online acquaintances or teammates,5,24,26.0
12939,13701,League of Legends,PC,20.0,I play for fun,having fun,Male,22,Employed,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,0,22,2.0
12940,13702,League of Legends,PC,35.0,I play for fun,improving,Male,23,Student at college / university,High school diploma (or equivalent),Serbia,Multiplayer - online - with online acquaintances or teammates,1,12,5.0
12941,13703,League of Legends,PC,21.0,I play for fun,winning,Male,20,Student at college / university,High school diploma (or equivalent),Romania,Multiplayer - online - with strangers,4,9,22.0
12942,13704,League of Legends,PC,8.0,I play mostly for fun but earn a little on the side (tournament winnings  streaming  etc),improving,Male,24,Employed,Bachelor or equivalent,USA,Multiplayer - online - with online acquaintances or teammates,2,14,10.0
12943,13705,League of Legends,PC,30.0,I play for fun,winning,Male,28,Employed,High school diploma (or equivalent),USA,Multiplayer - online - with strangers,6,20,2.0
12944,13706,League of Legends,PC,14.0,I've won a few tournaments but I don't play those anymore,Doing well,Male,18,Student at school,,Canada,Multiplayer - online - friends I've known online for years,4,8,18.0
12945,13707,Starcraft 2,PC,20.0,I play for fun,improving,Male,21,Unemployed / between jobs,Bachelor or equivalent,Canada,Multiplayer - online - with strangers,0,21,21.0
12946,13708,League of Legends,PC,14.0,I play for fun,having fun,Male,18,Student at school,High school diploma (or equivalent),USA,Multiplayer - online - with strangers,7,16,12.0
12947,13709,League of Legends,PC,20.0,I play for fun,improving,Female,23,Student at college / university,Bachelor or equivalent,USA,Multiplayer - online - with real life friends,11,25,44.0
12948,13710,League of Legends,PC,30.0,I play for fun,winning,Male,18,Student at school,High school diploma (or equivalent),New Zealand ,Multiplayer - online - with strangers,3,20,23.0
12949,13711,League of Legends,PC,5.0,I play for fun,having fun,Male,18,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,6,22,9.0
12950,13712,League of Legends,PC,25.0,I play for fun,improving,Male,18,Unemployed / between jobs,High school diploma (or equivalent),Australia,Multiplayer - online - with strangers,0,30,41.0
12951,13713,League of Legends,PC,28.0,I play for fun,winning,Male,19,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with online acquaintances or teammates,1,14,13.0
12952,13714,League of Legends,PC,20.0,I play for fun,The people I play with  the game is less important,Male,21,Student at college / university,Bachelor or equivalent,USA,Multiplayer - online - with online acquaintances or teammates,7,21,22.0
12953,13715,League of Legends,PC,30.0,I play for fun,having fun,Male,31,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with strangers,3,27,15.0
12954,13716,League of Legends,PC,20.0,I play for fun,winning,Male,19,Unemployed / between jobs,High school diploma (or equivalent),USA,Singleplayer,5,7,45.0
12955,13717,League of Legends,PC,15.0,I play for fun,winning,Male,19,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,4,23,14.0
12956,13718,League of Legends,PC,35.0,I play for fun,improving,Female,23,Student at college / university,Bachelor or equivalent,Australia,Multiplayer - online - with real life friends,1,14,24.0
12957,13719,Starcraft 2,PC,12.0,I play for fun,having fun,Male,22,Unemployed / between jobs,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,7,32,4.0
12958,13720,Other,PC,10.0,I play for fun,having fun,Male,19,Student at college / university,High school diploma (or equivalent),USA,Singleplayer,13,9,32.0
12959,13721,League of Legends,PC,10.0,I play for fun,improving,Male,20,Employed,High school diploma (or equivalent),Germany,Multiplayer - online - with real life friends,0,28,3.0
12960,13722,League of Legends,PC,10.0,I play for fun,having fun,Male,18,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,0,25,15.0
12961,13723,League of Legends,PC,11.0,I play for fun,improving,Male,22,Student at college / university,High school diploma (or equivalent),Unknown,Multiplayer - online - with strangers,7,11,20.0
12962,13724,League of Legends,PC,14.0,I play for fun,having fun,Male,23,Unemployed / between jobs,Bachelor or equivalent,USA,Multiplayer - online - with real life friends,8,14,12.0
12963,13725,Starcraft 2,PC,15.0,I play for fun,winning,Male,23,Employed,High school diploma (or equivalent),New Zealand ,Multiplayer - online - with strangers,3,20,15.0
12964,13726,League of Legends,PC,20.0,I play mostly for fun but earn a little on the side (tournament winnings  streaming  etc),winning,Male,18,Student at college / university,High school diploma (or equivalent),Canada,Multiplayer - online - with real life friends,14,28,19.0
12965,13727,League of Legends,PC,35.0,I play for fun,having fun,Male,28,Employed,Master or equivalent,Romania,Multiplayer - online - with strangers,5,12,17.0
12966,13728,League of Legends,PC,24.0,I play for fun,having fun,Male,23,Employed,Bachelor or equivalent,Lithuania,Multiplayer - online - with strangers,3,18,10.0
12967,13729,League of Legends,PC,20.0,I play for fun,winning,Female,19,Student at school,,USA,Multiplayer - online - with strangers,12,14,48.0
12968,13730,League of Legends,PC,20.0,I play for fun,having fun,Male,25,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with real life friends,1,16,10.0
12969,13731,League of Legends,PC,15.0,I play for fun,improving,Female,21,Employed,Bachelor or equivalent,Australia,Multiplayer - online - with real life friends,9,28,46.0
12970,13732,League of Legends,PC,3.0,I play mostly for fun but earn a little on the side (tournament winnings  streaming  etc),improving,Male,21,Student at college / university,Bachelor or equivalent,USA,Multiplayer - online - with real life friends,6,10,17.0
12971,13733,League of Legends,PC,14.0,I play for fun,improving,Male,18,Student at college / university,High school diploma (or equivalent),Canada,Multiplayer - online - with real life friends,2,27,7.0
12972,13734,League of Legends,PC,50.0,I play mostly for fun but earn a little on the side (tournament winnings  streaming  etc),winning,Male,19,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with strangers,7,19,13.0
12973,13735,League of Legends,PC,7.0,I play for fun,improving,Male,18,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with online acquaintances or teammates,2,25,16.0
12974,13736,League of Legends,PC,5.0,I play for fun,improving,Male,18,Student at college / university,High school diploma (or equivalent),France,Multiplayer - online - with strangers,18,12,67.0
12975,13737,League of Legends,PC,14.0,I play for fun,having fun,Male,20,Student at college / university,Bachelor or equivalent,Netherlands,Multiplayer - online - with real life friends,3,26,10.0
12976,13738,League of Legends,PC,14.0,I play for fun,having fun,Male,20,Student at college / university,Bachelor or equivalent,Netherlands,Multiplayer - online - with real life friends,3,26,10.0
12977,13739,League of Legends,PC,14.0,I play for fun,having fun,Male,20,Student at college / university,Bachelor or equivalent,Netherlands,Multiplayer - online - with real life friends,3,26,10.0
12978,13740,League of Legends,PC,6.0,I play for fun,improving,Male,18,Student at school,,Italy,Multiplayer - online - with real life friends,2,19,1.0
12979,13741,League of Legends,PC,25.0,I play for fun,having fun,Female,24,Employed,Master or equivalent,Ireland,Multiplayer - online - with online acquaintances or teammates,0,34,2.0
12980,13742,League of Legends,PC,25.0,I play for fun,improving,Male,22,Employed,Bachelor or equivalent,Russia,Multiplayer - online - with strangers,4,15,7.0
12981,13743,League of Legends,PC,15.0,I play for fun,having fun,Male,20,Employed,High school diploma (or equivalent),UK,Multiplayer - online - with real life friends,3,14,19.0
12982,13744,League of Legends,PC,50.0,I play for fun,improving,Male,19,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with online acquaintances or teammates,4,17,2.0
12983,13745,Other,PC,20.0,I play for fun,winning,Male,19,Student at college / university,High school diploma (or equivalent),Canada,Multiplayer - online - with online acquaintances or teammates,1,21,7.0
12984,13746,League of Legends,PC,35.0,I play for fun,improving,Male,21,Employed,High school diploma (or equivalent),Canada,Multiplayer - online - with online acquaintances or teammates,2,15,7.0
12985,13747,League of Legends,PC,26.0,I play for fun,improving,Male,18,Student at school,,Germany,Multiplayer - online - with online acquaintances or teammates,5,21,10.0
12986,13748,Starcraft 2,PC,6.0,I play for fun,having fun,Male,21,Student at college / university,Bachelor or equivalent,USA,Multiplayer - online - with strangers,0,29,3.0
12987,13749,League of Legends,PC,8.0,I play for fun,relaxing,Male,21,Student at college / university,High school diploma (or equivalent),Denmark,Multiplayer - online - with real life friends,2,32,22.0
12988,13750,League of Legends,PC,19.0,I play for fun,improving,Male,18,Student at college / university,,USA,Multiplayer - online - with online acquaintances or teammates,4,17,18.0
12989,13751,League of Legends,PC,20.0,I play for fun,winning,Female,22,Student at college / university,High school diploma (or equivalent),Czech Republic,Multiplayer - online - with strangers,17,15,41.0
12990,13752,Other,PC,40.0,I play for fun,having fun,Male,20,Employed,High school diploma (or equivalent),Norway,Multiplayer - online - with strangers,0,27,3.0
12991,13753,League of Legends,PC,15.0,I play for fun,improving,Male,19,Student at college / university,High school diploma (or equivalent),UAE,Multiplayer - online - with online acquaintances or teammates,0,33,
12992,13754,League of Legends,PC,15.0,I play for fun,improving,Male,25,Employed,Bachelor or equivalent,Mexico,Multiplayer - online - with strangers,7,24,20.0
12993,13755,League of Legends,PC,18.0,I play for fun,relaxing,Male,19,Employed,High school diploma (or equivalent),USA,Multiplayer - offline (people in the same room),5,31,0.0
12994,13756,Other,PC,20.0,I play for fun,having fun,Male,18,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with online acquaintances or teammates,17,10,64.0
12995,13757,League of Legends,PC,30.0,I play mostly for fun but earn a little on the side (tournament winnings  streaming  etc),winning,Male,19,Student at college / university,High school diploma (or equivalent),USA,Multiplayer - online - with strangers,3,12,13.0
